,ID,DEPT,GR,RD,DTP,DEN,PE,WQFM,WCARB,WCLAY,WPYR,WQFM_pre,WCARB_pre,WCLAY_pre,WPYR_pre
1046,28289,3009.2,109.2692,36.2707,237.9539,2499.9558,3.8534,0.8269,0.0625,0.0979,0.0128,0.7405934109082833,0.04318192188032019,0.17903062857587645,0.03719403863552
1047,28289,3009.4,102.7394,34.6619,236.9298,2497.0493,3.7965,0.8037,0.0675,0.1176,0.0112,0.7382419330365281,0.03980276772905252,0.18545869630997303,0.036496602924446425
1048,28289,3009.6,101.5723,30.0367,238.0536,2493.7351,3.7588,0.784,0.0659,0.1393,0.0106,0.7262954141806768,0.039721616595098916,0.19607086360584308,0.037912105618381174
1049,28289,3009.8,100.9742,24.0854,237.9856,2506.2026,3.716,0.7711,0.0653,0.1513,0.0122,0.7312011632421249,0.04433618294312827,0.18704472486350304,0.03741792895124373
1050,28289,3010.0,100.2167,21.7537,238.0308,2520.1753,3.7408,0.7691,0.0633,0.1529,0.0147,0.7222976429625297,0.041927115885412244,0.20232019987278077,0.03345504127927721
1051,28289,3010.2,102.1749,19.2725,238.6017,2523.6731,3.8492,0.768,0.0611,0.1546,0.0163,0.7212932616932575,0.04059571600223151,0.20254774648445015,0.03556327582006089
1052,28289,3010.4,104.3554,18.0531,240.3263,2515.8804,3.9482,0.7729,0.0615,0.1498,0.0157,0.718958918798926,0.03967798639538061,0.19891685193222544,0.0424462428734679
1053,28289,3010.6,108.443,19.4092,241.5532,2517.2251,3.8555,0.7861,0.0597,0.1379,0.0165,0.7169713794022429,0.04437285772291658,0.20105532244679739,0.03760044042804313
1054,28289,3010.8,109.9161,23.603,240.2774,2518.4597,3.6423,0.7812,0.0663,0.1343,0.018,0.7146388197259235,0.05029625401165668,0.20154677687776504,0.03351814938465476
1055,28289,3011.0,109.1767,31.0139,239.2348,2518.0498,3.5541,0.7559,0.0785,0.1465,0.019,0.7199279770414826,0.04569776489472659,0.20576816016351346,0.028606097900277357
1056,28289,3011.2,107.0707,39.5386,238.9186,2517.9868,3.5593,0.7438,0.071,0.1649,0.0204,0.7227383260670289,0.040205804953785375,0.2021145193613736,0.03494134961781214
