,ID,DEPT,GR,RD,DTP,DEN,PE,WQFM,WCARB,WCLAY,WPYR
2980,2980,3095.6,142.0649,19.7568,239.161,2562.6758,3.2369,0.7568,0,0.1905,0.0527
2981,2981,3095.8,143.7285,16.8125,238.836,2558.9907,3.2801,0.7454,0,0.2002,0.0544
2982,2982,3096,131.2,16.1591,239.4097,2569.8472,3.1773,0.7428,0,0.2052,0.052
2983,2983,3096.2,125.5422,17.618,239.7995,2576.6968,3.0932,0.7388,0,0.2095,0.0518
2984,2984,3096.4,132.8247,21.1269,239.5957,2554.6138,3.1185,0.7311,0,0.2147,0.0543
2985,2985,3096.6,146.6778,25.8605,238.7438,2532.5488,3.1978,0.745,0,0.2003,0.0548
2986,2986,3096.8,148.4419,31.6221,237.5732,2541.6157,3.2367,0.7939,0,0.1591,0.0471
2987,2987,3097,143.4429,36.5189,235.6329,2557.1799,3.2504,0.8279,0,0.1312,0.0409
2988,2988,3097.2,127.6349,38.038,232.8182,2568.3154,3.1747,0.8087,0,0.148,0.0433
2989,2989,3097.4,101.4845,31.6477,230.3386,2572.3149,3.0249,0.7739,0,0.183,0.0432
2990,2990,3097.6,94.4282,21.303,226.965,2570.1223,3.0051,0.791,0,0.169,0.0401
2991,2991,3097.8,100.8999,13.5307,224.0755,2589.8035,3.2135,0.821,0.0044,0.1351,0.0394
2992,2992,3098,100.3341,9.5227,224.5709,2638.0168,3.5278,0.7448,0.0521,0.1632,0.04
2993,2993,3098.2,91.9691,8.672,228.7563,2664.3091,3.6395,0.5983,0.1529,0.2192,0.0296
2994,2994,3098.4,91.5616,10.3225,232.1609,2619.4746,3.4898,0.549,0.1994,0.2304,0.0212
2995,2995,3098.6,101.9793,15.0281,233.8098,2558.7444,3.3734,0.5875,0.159,0.2239,0.0296
2996,2996,3098.8,133.6384,23.9576,233.8493,2558.1965,3.3776,0.642,0.0707,0.2395,0.0478
2997,2997,3099,148.8846,34.1182,231.74,2566.1399,3.2653,0.7091,0.0095,0.2289,0.0525
2998,2998,3099.2,121.4119,42.1002,229.6376,2571.3115,2.9873,0.8058,0.0001,0.1537,0.0404
2999,2999,3099.4,81.8274,45.0775,225.2815,2584.5962,2.8396,0.8599,0,0.1105,0.0296
3000,3000,3099.6,74.3352,42.7829,222.739,2599.2441,2.9151,0.8221,0,0.1445,0.0333
3001,3001,3099.8,82.7268,38.211,221.4754,2610.4468,3.047,0.7597,0,0.1958,0.0445
3002,3002,3100,91.8744,34.4592,220.5935,2618.2754,3.0797,0.7632,0,0.1919,0.0449
3003,3003,3100.2,98.0049,32.5265,222.2137,2622.8894,3.0508,0.7817,0,0.1773,0.041
3004,3004,3100.4,92.676,30.3611,224.7829,2611.7971,2.9932,0.777,0,0.1819,0.041
3005,3005,3100.6,87.6057,25.9219,226.2542,2587.854,3.0456,0.7584,0.0002,0.197,0.0445
3006,3006,3100.8,106.5988,20.39,228.0182,2576.7966,3.2029,0.7467,0.0001,0.2022,0.051
3007,3007,3101,120.6346,16.119,229.1218,2579.3872,3.2102,0.7561,0,0.1932,0.0509
3008,3008,3101.2,115.1511,13.809,229.3117,2576.1987,3.0992,0.7921,0.0001,0.1653,0.0425
3009,3009,3101.4,105.9125,13.2914,228.9462,2568.2117,3.0577,0.8118,0.003,0.1471,0.0381
3010,3010,3101.6,107.8651,14.1603,226.4859,2562.4714,3.1142,0.7964,0.0132,0.1509,0.0394
3011,3011,3101.8,118.3332,16.7166,223.9442,2571.4167,3.1976,0.7484,0.0259,0.1814,0.0443
3012,3012,3102,114.3436,21.9482,222.9653,2593.9573,3.0614,0.7538,0.0068,0.1943,0.0451
3013,3013,3102.2,93.7188,29.5382,222.1751,2589.6365,2.8115,0.8136,0.0003,0.151,0.035
3014,3014,3102.4,89.3738,38.4111,220.2327,2570.6431,2.7508,0.8664,0,0.1067,0.0268
3015,3015,3102.6,95.0097,45.9626,218.8473,2579.5779,2.7671,0.8704,0,0.106,0.0236
3016,3016,3102.8,91.5213,47.1614,219.151,2585.9995,2.6933,0.857,0,0.1295,0.0136
3017,3017,3103,84.7659,51.0493,219.4549,2581.9126,2.7303,0.8352,0,0.1561,0.0088
3018,3018,3103.2,88.1909,55.0385,217.5022,2583.0339,2.9523,0.8215,0,0.1648,0.0137
3019,3019,3103.4,94.9815,61.3326,213.8893,2585.9941,3.1481,0.8095,0,0.1658,0.0246
3020,3020,3103.6,83.5737,56.6993,211.9295,2621.7327,3.3561,0.7769,0.0068,0.1777,0.0387
3021,3021,3103.8,61.1231,45.0291,211.3042,2685.366,3.7586,0.6814,0.0665,0.2084,0.0439
3022,3022,3104,54.3216,29.2075,213.0052,2709.407,3.9322,0.5881,0.1584,0.222,0.0315
3023,3023,3104.2,62.7108,16.1014,217.8204,2642.4453,3.7013,0.6072,0.175,0.201,0.0168
3024,3024,3104.4,75.4483,9.7554,222.2145,2569.387,3.5102,0.726,0.074,0.1801,0.0199
3025,3025,3104.6,92.8205,7.2257,226.5999,2578.0308,3.6845,0.7477,0.0046,0.2018,0.0459
3026,3026,3104.8,117.8528,7.2251,231.7383,2589.1587,3.7631,0.7124,0,0.2226,0.0651
3027,3027,3105,125.2554,9.3502,234.2049,2574.3066,3.44,0.7337,0,0.2093,0.057
3028,3028,3105.2,104.2729,14.1369,233.6142,2563.4153,2.9975,0.7793,0,0.1793,0.0413
3029,3029,3105.4,92.3994,22.755,231.4101,2568.6663,2.8533,0.8086,0,0.1577,0.0337
3030,3030,3105.6,92.2153,32.4378,229.4545,2583.2856,2.9254,0.8341,0,0.1341,0.0318
3031,3031,3105.8,90.0492,43.0474,228.6136,2599.5649,3.0369,0.8346,0,0.1307,0.0346
3032,3032,3106,90.2651,50.4352,227.2125,2596.9202,3.1462,0.7807,0,0.1756,0.0438
3033,3033,3106.2,94.7178,53.12,226.4396,2597.7539,3.1511,0.7235,0.0002,0.2238,0.0525
3034,3034,3106.4,91.644,47.1929,225.497,2594.7156,2.9905,0.7343,0.0007,0.2167,0.0483
3035,3035,3106.6,83.6713,42.6435,222.6249,2573.4846,2.9795,0.7808,0.0003,0.1817,0.0372
3036,3036,3106.8,93.2792,39.7298,220.6771,2574.0918,3.1303,0.805,0,0.1591,0.0359
3037,3037,3107,97.9306,37.6804,220.5427,2588.4011,3.1272,0.8028,0,0.1578,0.0394
3038,3038,3107.2,88.7756,39.9817,220.7766,2586.7769,3.0659,0.8113,0,0.1505,0.0382
3039,3039,3107.4,91.7971,42.7915,221.6723,2582.4216,3.1293,0.8084,0,0.1512,0.0403
3040,3040,3107.6,98.2423,46.6885,221.6023,2580.0791,3.119,0.7693,0,0.1881,0.0426
3041,3041,3107.8,94.46,48.8797,222.43,2570.343,2.93,0.7597,0.0002,0.2006,0.0395
3042,3042,3108,89.9954,47.4698,223.6066,2576.2053,2.8942,0.7877,0.0001,0.1741,0.0381
3043,3043,3108.2,87.8042,44.3664,222.6504,2590.03,3.0747,0.799,0,0.1666,0.0344
3044,3044,3108.4,91.0255,42.8344,219.9337,2597.7307,3.1872,0.7698,0.0006,0.1904,0.0391
3045,3045,3108.6,87.7915,44.9256,218.3655,2602.0488,3.036,0.749,0.0098,0.2016,0.0396
3046,3046,3108.8,76.2121,48.2651,217.6172,2599.6228,2.844,0.7486,0.0327,0.1891,0.0296
3047,3047,3109,86.4346,52.1249,218.5186,2581.8279,2.9234,0.7803,0.0215,0.1724,0.0259
3048,3048,3109.2,94.1511,53.5769,220.1692,2574.8286,2.9759,0.8076,0.0031,0.1631,0.0262
3049,3049,3109.4,92.9373,51.625,221.4753,2569.7993,2.9168,0.8304,0.0001,0.1477,0.0219
3050,3050,3109.6,100.7139,48.5509,223.1926,2573.5735,3.0897,0.851,0,0.1257,0.0233
3051,3051,3109.8,114.4087,44.6388,223.8182,2588.3489,3.3436,0.8612,0,0.1081,0.0308
3052,3052,3110,109.1596,52.7889,223.6422,2592.03,3.2294,0.8478,0,0.1137,0.0385
3053,3053,3110.2,97.0549,32.9321,222.732,2582.6516,2.8771,0.8371,0,0.1283,0.0345
3054,3054,3110.4,89.1988,18.1939,222.1615,2574.8262,2.8114,0.8605,0,0.111,0.0284
3055,3055,3110.6,88.7661,9.9512,222.0947,2588.0991,3.005,0.8651,0,0.1095,0.0254
3056,3056,3110.8,100.7995,5.6252,223.2689,2593.5327,3.2054,0.8388,0.0003,0.1249,0.036
3057,3057,3111,104.5018,4.7829,224.8204,2593.5251,3.2839,0.8003,0.0005,0.1555,0.0437
3058,3058,3111.2,98.2923,5.7766,224.6936,2573.5232,3.2876,0.7881,0,0.1672,0.0447
3059,3059,3111.4,93.7694,8.838,224.5319,2548.1399,3.2464,0.8309,0,0.1293,0.0397
3060,3060,3111.6,98.0809,18.3956,224.6178,2537.6335,3.1332,0.8592,0,0.1067,0.0341
3061,3061,3111.8,102.6929,31.9955,224.9969,2533.4734,3.0458,0.8372,0,0.1296,0.0331
3062,3062,3112,104.6921,37.101,226.4176,2534.8879,3.1215,0.8121,0,0.152,0.0359
3063,3063,3112.2,105.5829,33.5543,226.5699,2538.554,3.357,0.8127,0,0.148,0.0393
3064,3064,3112.4,105.3171,24.9371,226.0752,2555.532,3.473,0.8086,0,0.1499,0.0415
3065,3065,3112.6,99.5149,16.928,226.2099,2566.936,3.3706,0.8025,0,0.1569,0.0406
3066,3066,3112.8,87.1481,11.6333,226.3649,2568.5608,3.2864,0.8276,0,0.1347,0.0377
3067,3067,3113,89.0045,9.4765,225.6207,2555.5515,3.362,0.8661,0,0.0987,0.0352
3068,3068,3113.2,103.5007,9.1454,225.6348,2548.5481,3.4784,0.8825,0,0.0823,0.0352
3069,3069,3113.4,112.804,10.5279,226.1686,2559.0164,3.5112,0.8858,0,0.0784,0.0359
3070,3070,3113.6,107.86,14.1482,225.583,2563.427,3.5015,0.886,0,0.0787,0.0353
3071,3071,3113.8,97.2889,19.9592,225.6894,2559.6211,3.4821,0.8787,0,0.0937,0.0276
3072,3072,3114,83.0942,28.0608,227.406,2540.4956,3.5658,0.8586,0,0.1157,0.0257
3073,3073,3114.2,77.0098,36.6045,231.8903,2523.2991,3.7942,0.8086,0,0.148,0.0434
3074,3074,3114.4,84.9356,43.5271,234.7745,2512.3223,4.0712,0.7234,0,0.2141,0.0626
3075,3075,3114.6,116.3156,43.7715,237.1227,2502.0596,4.2772,0.6555,0,0.2687,0.0759
3076,3076,3114.8,148.96,39.2691,240.2017,2494.1316,4.3155,0.6453,0,0.2808,0.0741
3077,3077,3115,152.9247,37.4369,239.8063,2504.4766,4.1592,0.6706,0,0.2621,0.0673
3078,3078,3115.2,142.7078,35.7603,240.3405,2510.1907,3.8712,0.7207,0,0.2196,0.0596
3079,3079,3115.4,140.3154,35.6834,239.8878,2503.0552,3.6134,0.7787,0,0.1788,0.0425
3080,3080,3115.6,142.4215,36.1734,238.657,2505.5554,3.5348,0.8029,0,0.1649,0.0322
3081,3081,3115.8,144.9813,36.8418,237.7313,2515.604,3.749,0.7974,0,0.1659,0.0367
3082,3082,3116,148.2113,33.8012,239.4436,2515.7793,4.0524,0.7892,0,0.1701,0.0408
3083,3083,3116.2,152.1964,27.8079,241.7974,2510.8074,4.263,0.7789,0,0.1768,0.0442
3084,3084,3116.4,167.2721,21.5845,243.5522,2509.2446,4.4216,0.7624,0,0.1839,0.0537
3085,3085,3116.6,184.7804,16.477,245.4643,2513.3076,4.5838,0.7476,0,0.1862,0.0662
3086,3086,3116.8,185.1325,15.1902,246.6671,2517.3572,4.5552,0.7521,0.0003,0.1764,0.0712
3087,3087,3117,167.9541,17.8183,247.3633,2495.9077,4.4277,0.7707,0.0018,0.1608,0.0668
3088,3088,3117.2,153.5233,23.6765,245.7959,2462.416,4.5019,0.7904,0.0002,0.144,0.0654
3089,3089,3117.4,155.454,30.8414,241.3756,2473.8157,4.8226,0.7767,0,0.15,0.0732
3090,3090,3117.6,136.3957,35.9196,234.8249,2535.1995,5.129,0.7321,0,0.1852,0.0828
3091,3091,3117.8,94.6636,38.884,229.0615,2623.2302,5.2011,0.6752,0,0.2375,0.0873
3092,3092,3118,71.5642,38.4051,226.8262,2662.9766,5.1257,0.6418,0.0028,0.2683,0.0871
3093,3093,3118.2,91.9439,31.6391,225.8256,2635.679,5.1177,0.5942,0.0314,0.2876,0.0869
3094,3094,3118.4,131.1689,21.606,227.6578,2586.6216,5.1006,0.563,0.0542,0.2948,0.088
3095,3095,3118.6,139.3755,14.839,231.9367,2552.0098,4.9952,0.6184,0.0156,0.28,0.086
3096,3096,3118.8,142.0279,11.6738,238.9544,2529.3149,4.9645,0.6599,0.0008,0.2571,0.0821
3097,3097,3119,157.3904,11.0182,246.7636,2520.594,4.9799,0.6665,0,0.25,0.0835
3098,3098,3119.2,161.7511,11.9987,251.9114,2526.2683,4.9503,0.6799,0,0.2379,0.0822
3099,3099,3119.4,157.2257,13.0004,256.3727,2529.061,4.9193,0.7101,0,0.2209,0.069
3100,3100,3119.6,156.1653,13.0942,259.4852,2541.4707,4.8906,0.7279,0,0.2172,0.055
3101,3101,3119.8,153.3047,12.667,260.3394,2553.6089,4.9141,0.7122,0.0022,0.2272,0.0584
3102,3102,3120,154.7054,12.5314,259.9528,2547.4829,4.9761,0.6688,0.0036,0.2507,0.0769
3103,3103,3120.2,156.8354,12.7334,259.2986,2545.2034,4.9739,0.6278,0.0002,0.2798,0.0923
3104,3104,3120.4,157.8797,13.1662,256.6841,2538.6724,4.8769,0.6229,0,0.2857,0.0914
3105,3105,3120.6,178.5467,13.6947,251.8786,2508.4224,4.7022,0.6663,0,0.2661,0.0676
3106,3106,3120.8,186.2532,13.6933,245.2362,2499.0022,4.4933,0.7175,0,0.2414,0.0411
3107,3107,3121,161.3166,12.6973,240.3872,2507.4424,4.3444,0.7641,0,0.2014,0.0345
3108,3108,3121.2,141.334,11.8271,237.3201,2498.1755,4.2655,0.8004,0,0.1657,0.0339
3109,3109,3121.4,138.8887,11.4687,235.5991,2484.2512,4.2328,0.8037,0,0.1578,0.0385
3110,3110,3121.6,135.0381,12.2014,235.5971,2483.3689,4.3038,0.7801,0,0.1678,0.0522
3111,3111,3121.8,118.0209,13.0326,236.6007,2529.9033,4.4894,0.7549,0,0.1796,0.0655
3112,3112,3122,102.1466,12.8631,237.4219,2617.7727,4.6999,0.7258,0,0.1987,0.0755
3113,3113,3122.2,86.9812,12.4651,236.5245,2679.2922,4.8793,0.6882,0,0.23,0.0817
3114,3114,3122.4,82.6805,13.3026,236.0721,2654.145,4.9444,0.6341,0,0.2982,0.0678
3115,3115,3122.6,80.8509,14.9326,237.3489,2604.2141,4.8771,0.6058,0,0.3533,0.0409
3116,3116,3122.8,84.7328,15.6069,240.2144,2578.0833,4.8593,0.6423,0,0.3154,0.0423
3117,3117,3123,100.7436,13.8566,244.625,2571.8855,4.9664,0.6819,0,0.2527,0.0655
3118,3118,3123.2,115.1861,11.2427,251.4424,2565.5771,5.0491,0.6938,0,0.2346,0.0717
3119,3119,3123.4,124.2631,9.2375,258.2266,2576.9504,5.0368,0.6786,0,0.2564,0.065
3120,3120,3123.6,127.5464,7.7097,262.4993,2610.8926,5.022,0.6482,0,0.289,0.0627
3121,3121,3123.8,130.8123,6.2105,263.9768,2628.1741,5.0584,0.6144,0,0.3116,0.074
3122,3122,3124,133.9792,5.13,261.2393,2615.4836,5.0565,0.586,0,0.3215,0.0926
3123,3123,3124.2,129.8228,4.5785,255.4579,2589.644,4.9993,0.5693,0,0.3351,0.0956
3124,3124,3124.4,135.5287,4.9236,250.9147,2565.8191,4.9597,0.584,0,0.3212,0.0947
3125,3125,3124.6,138.0427,6.139,245.6685,2544.4783,4.99,0.6396,0,0.2709,0.0895
3126,3126,3124.8,133.9716,7.7455,241.2688,2518.5535,5.047,0.7077,0,0.2115,0.0808
3127,3127,3125,125.4616,8.0123,240.5558,2501.896,4.9817,0.7483,0,0.177,0.0746
3128,3128,3125.2,118.2464,7.1057,241.7361,2489.3245,4.8581,0.7658,0.0004,0.1633,0.0705
3129,3129,3125.4,120.6413,6.1958,243.575,2478.2539,4.8693,0.7606,0.0001,0.1682,0.0711
3130,3130,3125.6,141.963,5.8141,245.6514,2466.0193,5.0036,0.7365,0,0.1858,0.0777
3131,3131,3125.8,162.1341,5.8453,246.6071,2473.6582,4.9651,0.7357,0,0.1863,0.078
3132,3132,3126,160.0951,6.1471,247.364,2481.4939,4.7264,0.7623,0,0.1729,0.0648
3133,3133,3126.2,143.1218,6.6555,247.8442,2475.0835,4.482,0.7737,0.0003,0.1693,0.0567
3134,3134,3126.4,136.5342,6.9216,248.0193,2465.5383,4.332,0.7734,0.0045,0.1616,0.0604
3135,3135,3126.6,143.7247,6.6148,246.7538,2451.4656,4.2956,0.8065,0.0026,0.1335,0.0573
3136,3136,3126.8,148.3887,6.1761,245.393,2444.6926,4.3196,0.836,0,0.1107,0.0532
3137,3137,3127,144.9051,5.7529,246.6489,2450.3875,4.2702,0.8296,0,0.1155,0.055
3138,3138,3127.2,135.3685,5.3212,248.3809,2460.2813,4.1982,0.8099,0,0.1392,0.0509
3139,3139,3127.4,127.4208,5.0359,249.9361,2481.0759,4.2323,0.806,0,0.1468,0.0473
3140,3140,3127.6,136.688,5.1275,252.657,2505.5852,4.3745,0.8013,0,0.145,0.0537
3141,3141,3127.8,159.1952,5.6884,256.5032,2519.6274,4.4908,0.7747,0,0.1623,0.0629
3142,3142,3128,168.5048,6.494,261.7735,2530.1545,4.5272,0.7303,0,0.2046,0.0651
3143,3143,3128.2,153.9589,7.3234,267.386,2557.0852,4.4939,0.6663,0,0.2683,0.0655
3144,3144,3128.4,143.3176,7.5799,269.3136,2590.2083,4.444,0.5939,0,0.3426,0.0635
3145,3145,3128.6,138.1423,7.7832,269.4364,2612.6648,4.4072,0.5402,0,0.3973,0.0626
3146,3146,3128.8,130.2784,7.8878,269.8831,2625.2795,4.3886,0.5282,0,0.4068,0.065
3147,3147,3129,126.5283,8.0911,269.3521,2621.6838,4.4075,0.5494,0,0.3841,0.0665
3148,3148,3129.2,124.4021,8.4283,265.9656,2624.3916,4.4332,0.5961,0,0.3508,0.0532
3149,3149,3129.4,119.9171,9.011,256.6964,2642.2026,4.477,0.6371,0.0085,0.3136,0.0407
3150,3150,3129.6,97.4314,9.9826,246.4118,2679.771,4.4845,0.6165,0.0499,0.2973,0.0363
3151,3151,3129.8,71.2071,11.0324,238.8386,2720.1501,4.4478,0.547,0.117,0.3046,0.0312
3152,3152,3130,62.6347,10.9077,237.6985,2738.2959,4.399,0.4597,0.1731,0.3377,0.0294
3153,3153,3130.2,73.2451,9.3241,243.4661,2704.2698,4.375,0.3761,0.184,0.402,0.0379
3154,3154,3130.4,96.1054,7.6204,249.7287,2659.1375,4.3378,0.3313,0.1568,0.4574,0.0545
3155,3155,3130.6,122.7863,6.58,257.7793,2627.2402,4.3343,0.3705,0.0993,0.4639,0.0662
3156,3156,3130.8,138.5141,6.6891,265.238,2604.8567,4.3676,0.4829,0.0072,0.4406,0.0693
3157,3157,3131,150.34,7.9215,268.6807,2570.0381,4.4228,0.5869,0,0.3447,0.0684
3158,3158,3131.2,157.5287,10.1844,267.6653,2526.8491,4.5031,0.6615,0,0.2654,0.073
3159,3159,3131.4,154.0975,14.0919,263.7325,2493.9167,4.5702,0.7111,0,0.2112,0.0777
3160,3160,3131.6,148.2952,15.1921,260.1295,2485.2295,4.5376,0.7345,0,0.1934,0.0722
3161,3161,3131.8,147.3798,14.0434,258.5583,2487.811,4.4334,0.7302,0,0.2087,0.0611
3162,3162,3132,148.7452,12.34,259.5635,2495.3311,4.3872,0.7245,0.004,0.214,0.0575
3163,3163,3132.2,147.6632,11.1249,262.4095,2496.4265,4.3711,0.7313,0.0057,0.201,0.062
3164,3164,3132.4,149.074,11.6682,264.1644,2481.3369,4.2963,0.724,0.0013,0.2099,0.0647
3165,3165,3132.6,153.841,13.16,264.0326,2463.8625,4.1511,0.7039,0.001,0.2346,0.0605
3166,3166,3132.8,147.7925,15.3716,262.5494,2458.7524,4.1698,0.7116,0.0016,0.2318,0.055
3167,3167,3133,136.7231,17.3736,261.6386,2453.9443,4.3199,0.7427,0.0001,0.2078,0.0493
3168,3168,3133.2,135.5018,16.9144,262.4509,2441.4487,4.4583,0.7762,0,0.181,0.0428
3169,3169,3133.4,140.9821,14.0593,263.2734,2450.5251,4.4593,0.7815,0,0.1727,0.0458
3170,3170,3133.6,152.948,11.0859,264.466,2490.4021,4.3733,0.7666,0,0.1763,0.0572
3171,3171,3133.8,155.6716,9.1985,266.7989,2535.3149,4.3168,0.7453,0,0.1939,0.0607
3172,3172,3134,130.4452,8.7596,267.8176,2559.8425,4.3032,0.7348,0,0.2106,0.0546
3173,3173,3134.2,118.7151,9.4139,266.6764,2566.4797,4.3312,0.7016,0,0.2374,0.061
3174,3174,3134.4,118.0882,10.8289,264.5848,2568.583,4.4293,0.6441,0,0.2744,0.0816
3175,3175,3134.6,112.6827,12.4471,262.5766,2560.2322,4.5284,0.6121,0,0.3017,0.0862
3176,3176,3134.8,109.6877,13.6134,262.2545,2556.115,4.6067,0.6034,0,0.3104,0.0861
3177,3177,3135,110.967,14.0607,263.5245,2566.3042,4.6845,0.602,0,0.3116,0.0864
3178,3178,3135.2,112.7447,13.2604,265.8013,2563.7397,4.7715,0.6055,0,0.3097,0.0849
3179,3179,3135.4,119.4197,11.5748,268.6236,2548.1152,4.8574,0.6048,0,0.3165,0.0787
3180,3180,3135.6,126.7198,9.8659,271.8517,2547.5027,4.9484,0.5991,0,0.3321,0.0687
3181,3181,3135.8,127.3242,8.6109,275.5366,2569.9448,5.032,0.6065,0,0.3368,0.0567
3182,3182,3136,130.4838,8.0131,277.504,2586.9631,5.0721,0.5742,0,0.3679,0.0579
3183,3183,3136.2,148.2139,7.9883,277.0812,2580.6628,5.0516,0.4979,0,0.4256,0.0764
3184,3184,3136.4,162.1077,8.4895,274.8935,2551.2402,4.994,0.4698,0,0.4387,0.0915
3185,3185,3136.6,158.1667,9.0117,271.3397,2509.1787,4.9729,0.567,0,0.3494,0.0836
3186,3186,3136.8,143.1317,9.3556,268.8352,2464.7986,4.9795,0.6759,0,0.2482,0.0759
3187,3187,3137,130.9106,9.6865,266.6368,2434.6172,5.0012,0.7429,0,0.1834,0.0737
3188,3188,3137.2,134.3759,10.2547,264.6325,2433.2595,4.9927,0.7369,0.0054,0.1876,0.0701
3189,3189,3137.4,140.0314,11.3244,265.1523,2449.0215,4.9436,0.7058,0.0223,0.2104,0.0615
3190,3190,3137.6,149.2995,12.9405,267.3947,2468.8572,4.863,0.6764,0.0338,0.2308,0.059
3191,3191,3137.8,176.9113,14.9936,269.3726,2458.7358,4.7954,0.6516,0.0132,0.2621,0.0731
3192,3192,3138,210.3389,17.8338,270.6857,2429.2671,4.7708,0.6353,0.0007,0.2743,0.0896
3193,3193,3138.2,221.3483,19.9598,270.9391,2425.4426,4.7982,0.6469,0,0.2596,0.0934
3194,3194,3138.4,211.8314,20.6931,269.8318,2467.1628,4.8525,0.6841,0,0.2278,0.088
3195,3195,3138.6,187.2934,20.85,267.939,2512.8311,4.8715,0.7178,0,0.2015,0.0806
3196,3196,3138.8,157.2315,21.8512,265.7282,2512.3496,4.8388,0.7289,0,0.194,0.0772
3197,3197,3139,133.8955,24.0449,263.4684,2481.0842,4.8063,0.717,0,0.204,0.079
3198,3198,3139.2,129.4662,27.0671,261.2057,2475.4771,4.7837,0.6715,0,0.2455,0.083
3199,3199,3139.4,148.4329,30.3257,258.1038,2488.2917,4.7235,0.6084,0,0.3032,0.0884
3200,3200,3139.6,167.2524,32.9527,253.4792,2472.3367,4.6761,0.6049,0.0003,0.3301,0.0646
3201,3201,3139.8,152.6563,34.1632,248.7012,2476.1484,4.6193,0.6634,0.0095,0.2866,0.0405
3202,3202,3140,114.6256,33.5006,245.2514,2525.3071,4.5045,0.6919,0.0188,0.254,0.0354
3203,3203,3140.2,87.434,30.6236,242.1373,2574.2207,4.4171,0.6714,0.0283,0.2695,0.0308
3204,3204,3140.4,90.7149,28.2082,238.1159,2566.76,4.4485,0.6173,0.0276,0.3188,0.0364
3205,3205,3140.6,108.0112,26.8075,237.3207,2542.1492,4.4412,0.5772,0.0099,0.3557,0.0572
3206,3206,3140.8,117.0383,28.0687,238.1672,2525.4116,4.3253,0.6022,0.0005,0.3294,0.0678
3207,3207,3141,113.0276,32.2202,240.0362,2510.5837,4.1737,0.6912,0,0.2505,0.0583
3208,3208,3141.2,112.5954,37.0105,240.8992,2501.3276,4.1256,0.7634,0,0.1877,0.0489
3209,3209,3141.4,116.3356,39.4334,241.3552,2502.9126,4.1733,0.7844,0,0.1586,0.057
3210,3210,3141.6,112.9725,39.2783,242.3863,2513.6299,4.2217,0.778,0,0.1612,0.0608
3211,3211,3141.8,104.9857,38.0967,244.4123,2518.1985,4.2617,0.7609,0.0008,0.1761,0.0622
3212,3212,3142,109.1389,36.0433,246.2272,2514.1389,4.2846,0.7302,0.0075,0.1993,0.063
3213,3213,3142.2,121.753,34.0428,247.0405,2513.1707,4.2045,0.7209,0.011,0.2143,0.0538
3214,3214,3142.4,122.1589,33.0301,247.3506,2516.0251,4.0223,0.7552,0.001,0.1979,0.0458
3215,3215,3142.6,113.5053,33.7346,247.8857,2522.709,3.8458,0.7651,0.0073,0.1799,0.0476
3216,3216,3142.8,105.2964,36.6686,247.8847,2522.6204,3.7443,0.7449,0.0382,0.1651,0.0517
3217,3217,3143,102.8482,40.8243,247.1371,2515.1873,3.7359,0.754,0.0399,0.1558,0.0503
3218,3218,3143.2,99.7577,44.3613,247.3409,2504.4983,3.8969,0.7931,0.0114,0.1435,0.0519
3219,3219,3143.4,96.1721,45.4794,246.7285,2497.106,4.1233,0.8319,0,0.1154,0.0526
3220,3220,3143.6,96.792,44.5816,245.4817,2514.9929,4.2247,0.8584,0.0018,0.0908,0.049
3221,3221,3143.8,103.4779,43.497,244.7579,2531.667,4.2549,0.8352,0.02,0.0952,0.0496
3222,3222,3144,101.7843,43.1825,243.4801,2528.3933,4.177,0.7872,0.0272,0.1319,0.0538
3223,3223,3144.2,94.8353,43.1587,243.5649,2524.5706,3.9663,0.7647,0.0041,0.1741,0.0571
3224,3224,3144.4,92.4046,42.8278,244.6073,2519.4165,3.795,0.7772,0.0001,0.1679,0.0548
3225,3225,3144.6,97.7762,41.1151,245.0354,2524.3889,3.7683,0.821,0,0.1294,0.0496
3226,3226,3144.8,105.3417,39.5023,244.7701,2523.5674,3.8078,0.8334,0,0.1194,0.0472
3227,3227,3145,104.4134,37.9904,244.8747,2525.6514,3.7309,0.8113,0,0.1395,0.0491
3228,3228,3145.2,95.487,37.4322,245.222,2517.6768,3.6251,0.8014,0,0.1518,0.0468
3229,3229,3145.4,89.2503,36.8469,243.9455,2509.6736,3.6,0.8147,0,0.1398,0.0455
3230,3230,3145.6,92.6388,35.7413,241.9385,2509.7368,3.7253,0.8287,0,0.1241,0.0472
3231,3231,3145.8,100.4188,34.6312,241.1589,2521.0706,3.8577,0.8382,0,0.1128,0.0489
3232,3232,3146,103.9684,34.0959,240.4047,2518.0278,3.9048,0.8427,0,0.1079,0.0494
3233,3233,3146.2,104.913,36.0505,240.2252,2505.511,3.882,0.8467,0,0.1094,0.0439
3234,3234,3146.4,106.5222,38.6524,240.7913,2502.2358,3.8539,0.8443,0.002,0.1194,0.0344
3235,3235,3146.6,100.1516,41.5806,239.0762,2506.0317,3.8085,0.8255,0.0104,0.1336,0.0304
3236,3236,3146.8,100.2155,44.614,238.0759,2506.6724,3.7641,0.8063,0.0009,0.1501,0.0427
3237,3237,3147,97.2563,45.6047,238.844,2509.897,3.7362,0.7961,0,0.1528,0.0511
3238,3238,3147.2,93.9357,42.327,238.1567,2513.4688,3.7336,0.8008,0,0.1469,0.0524
